time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-22T19:52:27.510Z,17.9408,-66.9835,5,2.75,md,11,225,0.1098,0.11,pr,pr2020053042,2020-02-22T20:03:29.911Z,"7km ESE of La Parguera, Puerto Rico",earthquake,0.7,0.36,0.2,3,reviewed,pr,pr
2020-02-22T19:46:07.333Z,-22.4478,-174.3085,10,5.2,mb,,159,5.296,0.95,us,us70007uvu,2020-02-23T04:55:43.040Z,"140km SSE of `Ohonua, Tonga",earthquake,14.4,2,0.136,18,reviewed,us,us
2020-02-22T19:14:27.580Z,40.2895,-124.6736667,7.07,4.33,mw,27,286,0.2533,0.16,nc,nc73344735,2020-02-24T21:07:27.622Z,"33km W of Petrolia, CA",earthquake,1.48,0.86,,4,reviewed,nc,nc
2020-02-22T19:06:23.233Z,-26.9217,26.7666,5,3.5,mb_lg,,176,2.153,0.68,us,us70007v31,2020-02-24T23:27:12.587Z,"8km S of Stilfontein, South Africa",earthquake,7.6,2,0.18,8,reviewed,us,us
2020-02-22T18:55:25.720Z,17.9371,-66.9926,6,3.33,md,11,225,0.1196,0.09,pr,pr2020053041,2020-02-22T23:18:29.406Z,"9km SE of La Parguera, Puerto Rico",earthquake,0.78,0.34,0.11,7,reviewed,pr,pr
2020-02-22T18:50:17.303Z,-21.6778,-174.8168,10,5.2,mb,,60,5.266,0.96,us,us70007uuu,2020-02-22T19:09:03.040Z,"40km SSE of `Ohonua, Tonga",earthquake,10.6,1.9,0.068,72,reviewed,us,us
2020-02-22T16:29:35.528Z,5.4165,126.6889,35,4.7,mb,,121,1.978,0.96,us,us70007usz,2020-02-22T16:49:58.040Z,"118km SSE of Pondaguitan, Philippines",earthquake,5.9,2,0.089,38,reviewed,us,us
2020-02-22T15:39:07.523Z,5.4246,126.7476,35,4.8,mb,,146,2.005,0.7,us,us70007usq,2020-02-22T16:09:57.040Z,"121km SSE of Pondaguitan, Philippines",earthquake,7.2,2,0.139,16,reviewed,us,us
2020-02-22T15:34:45.820Z,5.4983,126.6753,56.99,5.2,mww,,113,1.903,1.22,us,us70007usp,2020-02-22T15:48:04.040Z,"110km SSE of Pondaguitan, Philippines",earthquake,8.6,10.1,0.078,16,reviewed,us,us
2020-02-22T15:29:53.435Z,5.4539,126.6796,55.37,5.1,mww,,157,1.942,1.16,us,us70007usm,2020-02-22T15:42:30.040Z,"114km SSE of Pondaguitan, Philippines",earthquake,6.1,9.3,0.075,17,reviewed,us,us
2020-02-22T15:24:28.760Z,17.9238,-66.825,14,2.73,md,11,214,0.0746,0.19,pr,pr2020053036,2020-02-22T16:13:07.320Z,"7km S of Indios, Puerto Rico",earthquake,1,0.85,0.24,7,reviewed,pr,pr
2020-02-22T11:36:02.260Z,19.5885,-68.927,112,3.55,md,12,342,1.883,0.55,pr,pr2020053028,2020-02-22T14:36:36.644Z,"60km NE of Santa Barbara de Samana, Dominican Republic",earthquake,8.54,14.54,0.24,9,reviewed,pr,pr
2020-02-22T11:28:04.120Z,36.36233333,-98.15083333,6.26,2.51,ml,95,55,0,0.19,ok,ok2020drww,2020-02-24T14:34:12.804Z,"23km SSE of Helena, Oklahoma",earthquake,,0.3,0.23,41,reviewed,ok,ok
2020-02-22T10:34:06.039Z,-14.8552,-177.3788,368.54,4.1,mb,,109,5.243,0.77,us,us70007uqv,2020-02-22T11:01:59.040Z,"104km SE of Sigave, Wallis and Futuna",earthquake,10,10.1,0.127,17,reviewed,us,us
2020-02-22T10:23:29.510Z,18.8888,-66.7506,69,2.61,md,11,255,0.5545,0.81,pr,pr2020053026,2020-02-22T11:36:32.681Z,"45km N of Hatillo, Puerto Rico",earthquake,6.22,11.84,0.26,7,reviewed,pr,pr
2020-02-22T10:14:31.053Z,6.2996,-72.1154,10,4.5,mb,,78,2.628,0.62,us,us70007uqn,2020-02-22T10:34:20.040Z,"37km ESE of Guican, Colombia",earthquake,3.5,1.9,0.076,51,reviewed,us,us
2020-02-22T09:31:15.850Z,17.952,-66.9543,11,2.68,md,8,217,0.0786,0.14,pr,pr2020053025,2020-02-22T09:56:28.341Z,"5km WSW of Guanica, Puerto Rico",earthquake,1.18,0.53,0.16,4,reviewed,pr,pr
2020-02-22T09:20:52.780Z,32.3263333,-115.3511667,28.12,2.67,ml,32,113,0.1008,0.24,ci,ci39080519,2020-02-24T22:00:45.690Z,"15km WSW of Delta, B.C., MX",earthquake,0.37,0.51,0.168,56,reviewed,ci,ci
2020-02-22T09:20:47.290Z,17.9891,-66.8316,16,2.78,md,10,178,0.0496,0.22,pr,pr2020053024,2020-02-22T09:42:16.525Z,"1km WSW of Indios, Puerto Rico",earthquake,0.99,0.83,0.09,5,reviewed,pr,pr
2020-02-22T09:01:00.510Z,17.922,-67.028,7,3.33,md,11,245,0.1174,0.14,pr,pr2020053023,2020-02-22T09:38:46.040Z,"11km S of La Parguera, Puerto Rico",earthquake,1.01,0.51,0.16,5,reviewed,pr,pr
2020-02-22T08:56:23.810Z,-3.3724,-77.6815,37.2,4.4,mb,,125,1.813,0.68,us,us70007uq6,2020-02-22T09:24:44.040Z,"96km E of Gualaquiza, Ecuador",earthquake,8.7,10.7,0.081,44,reviewed,us,us
2020-02-22T08:47:04.398Z,27.0347,143.6919,10,5.2,mb,,98,1.345,0.59,us,us70007upz,2020-02-22T09:05:39.040Z,"146km E of Chichi-shima, Japan",earthquake,7.8,1.9,0.029,406,reviewed,us,us
2020-02-22T08:46:06.007Z,37.2696,71.5619,116.06,4.7,mb,,61,2.218,1.04,us,us70007upy,2020-02-26T15:24:13.749Z,"23km W of Roshtqal'a, Tajikistan",earthquake,7.7,2.2,0.117,22,reviewed,us,us
2020-02-22T08:18:11.960Z,17.9388,-66.7635,12,2.84,md,11,209,0.1213,0.14,pr,pr2020053021,2020-02-22T16:20:41.147Z,"7km SSW of Tallaboa, Puerto Rico",earthquake,0.98,0.39,0.38,11,reviewed,pr,pr
2020-02-22T07:55:54.060Z,17.9288,-66.857,11,2.89,md,9,214,0.0513,0.16,pr,pr2020053020,2020-02-22T08:14:59.936Z,"6km SSE of Maria Antonia, Puerto Rico",earthquake,0.88,0.49,0.26,7,reviewed,pr,pr
2020-02-22T07:24:51.636Z,53.3467,-167.1865,69.06,2.5,ml,,204,0.439,0.21,us,us70007uy2,2020-02-23T08:32:38.040Z,"72km SW of Unalaska, Alaska",earthquake,13.9,25.5,0.128,8,reviewed,us,us
2020-02-22T07:22:49.730Z,35.7756667,-117.622,9.12,2.64,ml,30,58,0.04467,0.15,ci,ci39080439,2020-02-22T07:33:25.720Z,"18km NNE of Ridgecrest, CA",earthquake,0.21,0.56,0.169,25,automatic,ci,ci
2020-02-22T06:55:38.215Z,-2.8208,147.5248,10,4.5,mb,,195,0.788,1.05,us,us70007upc,2020-02-23T10:59:15.040Z,"92km SSE of Lorengau, Papua New Guinea",earthquake,11.3,2,0.144,14,reviewed,us,us
2020-02-22T06:17:35.690Z,17.9258,-66.9891,5,2.58,ml,10,233,0.1204,0.11,pr,pr2020053018,2020-02-22T07:34:31.858Z,"8km SE of La Parguera, Puerto Rico",earthquake,0.65,0.4,0,0,reviewed,pr,pr
2020-02-22T06:09:39.970Z,40.3003333,-124.6733333,7.23,2.55,md,40,258,0.2533,0.24,nc,nc73344490,2020-02-25T01:42:03.257Z,"33km W of Petrolia, CA",earthquake,0.79,0.69,0.216,27,reviewed,nc,nc
2020-02-22T05:38:35.650Z,17.9071,-66.8205,13,2.85,md,11,218,0.0898,0.16,pr,pr2020053017,2020-02-22T06:19:45.043Z,"9km S of Indios, Puerto Rico",earthquake,1.04,0.5,0.01,5,reviewed,pr,pr
2020-02-22T05:34:48.930Z,17.9061,-66.8426,15,2.79,md,10,232,0.0781,0.16,pr,pr2020053016,2020-02-22T06:17:36.453Z,"9km SSE of Maria Antonia, Puerto Rico",earthquake,1.02,0.56,0.3,7,reviewed,pr,pr
2020-02-22T05:21:26.590Z,17.8758,-66.8636,12,3.3,md,11,245,0.1005,0.1,pr,pr2020053015,2020-02-23T08:25:11.040Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.83,0.45,0.09,7,reviewed,pr,pr
2020-02-22T05:01:24.560Z,17.9175,-66.8578,10,2.92,md,11,218,0.0614,0.18,pr,pr2020053014,2020-02-22T13:03:59.758Z,"7km SSE of Maria Antonia, Puerto Rico",earthquake,0.93,0.56,0.2,6,reviewed,pr,pr
2020-02-22T04:51:53.489Z,43.132,-126.3821,10,3,ml,,249,1.548,0.63,us,us70007un6,2020-02-22T18:01:48.369Z,"159km WNW of Port Orford, Oregon",earthquake,9.2,2,0.039,86,reviewed,us,us
2020-02-22T04:31:21.413Z,19.3401,121.1495,35,4.9,mb,,66,3.46,0.99,us,us70007umy,2020-02-22T04:50:50.040Z,"80km N of Namuac, Philippines",earthquake,9.3,2,0.063,78,reviewed,us,us
2020-02-22T04:15:05.410Z,17.9906,-66.8656,20,2.68,md,9,166,0.0206,0.11,pr,pr2020053013,2020-02-22T04:49:32.279Z,"2km SSE of Palomas, Puerto Rico",earthquake,0.78,0.83,0.4,6,reviewed,pr,pr
2020-02-22T04:05:04.870Z,17.9645,-66.7176,12,3.33,md,12,200,0.1361,0.16,pr,pr2020053012,2020-02-22T12:07:42.859Z,"2km SSW of Tallaboa Alta, Puerto Rico",earthquake,0.73,0.39,0.18,5,reviewed,pr,pr
2020-02-22T03:46:24.826Z,-6.1298,130.7588,122.22,4.4,mb,,135,1.917,0.77,us,us70007umi,2020-02-22T04:04:31.040Z,"210km NNW of Saumlaki, Indonesia",earthquake,6.4,10.4,0.12,20,reviewed,us,us
2020-02-22T03:40:28.310Z,17.8626,-66.8488,11,2.98,md,12,231,0.1165,0.16,pr,pr2020053010,2020-02-22T04:35:19.657Z,"21km SSE of Guanica, Puerto Rico",earthquake,0.88,0.61,0.38,10,reviewed,pr,pr
2020-02-22T03:24:51.160Z,17.82,-66.8896,10,2.57,ml,7,262,0.1554,0.13,pr,pr2020053011,2020-02-22T04:36:53.520Z,"16km S of Guanica, Puerto Rico",earthquake,1.04,0.79,0,0,reviewed,pr,pr
2020-02-22T03:12:07.140Z,17.8901,-66.8185,7,3.15,md,11,223,0.1044,0.14,pr,pr2020053008,2020-02-22T03:48:42.625Z,"11km S of Indios, Puerto Rico",earthquake,0.71,0.36,0.21,6,reviewed,pr,pr
2020-02-22T03:02:22.210Z,18.0138,-67.0723,16,3.37,md,12,158,0.038,0.07,pr,pr2020053006,2020-02-23T01:16:07.402Z,"1km S of Lajas, Puerto Rico",earthquake,0.41,0.42,0.12,6,reviewed,pr,pr
2020-02-22T02:58:41.360Z,17.9336,-66.9981,5,2.58,md,11,232,0.1259,0.08,pr,pr2020053007,2020-02-22T03:32:13.314Z,"6km SE of La Parguera, Puerto Rico",earthquake,0.59,0.26,0.11,4,reviewed,pr,pr
2020-02-22T02:34:54.967Z,-17.5012,-63.9533,10,4.1,mb,,88,4.177,0.94,us,us70007ulf,2020-02-23T23:15:27.009Z,"16km SW of Villa Yapacani, Bolivia",earthquake,9,2,0.262,4,reviewed,us,us
2020-02-22T02:33:21.730Z,38.7631667,-122.7388333,2.88,2.81,md,74,56,0.01104,0.07,nc,nc73344415,2020-02-25T03:03:04.761Z,"2km SE of The Geysers, CA",earthquake,0.12,0.2,0.156,60,reviewed,nc,nc
2020-02-22T02:32:48.476Z,-11.9711,165.4755,36.09,4.9,mb,,103,5.987,0.81,us,us70007ulg,2020-02-22T02:50:56.040Z,"144km SSW of Lata, Solomon Islands",earthquake,11.4,8.2,0.076,55,reviewed,us,us
2020-02-22T02:20:00.330Z,17.933,-66.9335,12,3.28,md,12,218,0.0687,0.18,pr,pr2020053004,2020-02-22T13:50:40.837Z,"5km SSW of Guanica, Puerto Rico",earthquake,0.86,0.4,0.07,3,reviewed,pr,pr
2020-02-22T02:00:01.190Z,31.8928333,-115.583,5.5,2.51,ml,20,137,0.3298,0.42,ci,ci39080239,2020-02-22T05:13:59.040Z,"54km SW of Alberto Oviedo Mota, B.C., MX",earthquake,0.68,31.61,0.163,29,reviewed,ci,ci
2020-02-22T01:52:50.110Z,17.9471,-66.9846,6,2.58,md,12,219,0.1091,0.17,pr,pr2020053009,2020-02-22T09:55:22.236Z,"7km SE of La Parguera, Puerto Rico",earthquake,0.94,0.41,0.4,8,reviewed,pr,pr
2020-02-22T01:20:58.810Z,17.9511,-66.9358,8,2.76,md,12,212,0.0615,0.15,pr,pr2020053002,2020-02-22T02:05:00.565Z,"3km SW of Guanica, Puerto Rico",earthquake,0.68,0.54,0.39,7,reviewed,pr,pr
2020-02-22T01:16:17.140Z,17.9061,-66.9886,7,2.83,md,12,236,0.1293,0.1,pr,pr2020053003,2020-02-22T02:34:20.396Z,"9km SE of La Parguera, Puerto Rico",earthquake,0.75,0.26,0.28,6,reviewed,pr,pr
2020-02-21T23:16:56.920Z,17.9375,-66.9841,5,3.49,ml,12,223,0.1114,0.14,pr,pr2020052046,2020-02-21T23:57:05.002Z,"10km SE of La Parguera, Puerto Rico",earthquake,0.75,0.33,0.17,6,reviewed,pr,pr
2020-02-21T22:54:24.847Z,-5.1177,102.7216,35,4.9,mb,,106,0.787,1.28,us,us70007ui7,2020-02-22T00:41:24.040Z,"115km W of Kuripan, Indonesia",earthquake,6.7,1.9,0.077,52,reviewed,us,us
2020-02-21T22:15:33.920Z,18.0026,-66.8241,12,2.88,md,12,163,0.0616,0.25,pr,pr2020052043,2020-02-22T06:22:15.040Z,"26km SSE of Guanica, Puerto Rico",earthquake,1.01,0.92,0.17,7,reviewed,pr,pr
2020-02-21T21:49:16.220Z,17.8843,-66.8931,10,2.82,md,11,229,0.0919,0.09,pr,pr2020052041,2020-02-22T06:19:53.040Z,"22km S of Guanica, Puerto Rico",earthquake,0.79,0.4,0.14,7,reviewed,pr,pr
2020-02-21T21:45:08.280Z,17.9296,-66.8103,9,2.92,md,10,213,0.0826,0.23,pr,pr2020052039,2020-02-21T22:18:10.522Z,"7km S of Indios, Puerto Rico",earthquake,1.07,0.69,0.15,5,reviewed,pr,pr
2020-02-21T21:27:46.570Z,17.9396,-66.8486,11,2.74,md,9,208,0.0469,0.34,pr,pr2020052038,2020-02-22T05:31:04.612Z,"6km SSW of Indios, Puerto Rico",earthquake,1.57,0.74,0.27,3,reviewed,pr,pr
2020-02-21T21:19:32.820Z,17.8125,-66.8793,4,2.79,md,9,264,0.1626,0.1,pr,pr2020052037,2020-02-21T21:34:51.962Z,"17km S of Guanica, Puerto Rico",earthquake,0.69,0.49,0.18,5,reviewed,pr,pr
2020-02-21T20:46:00.799Z,62.9017,-148.0894,53.3,2.5,ml,,,,0.74,ak,ak0202ec4kqe,2020-02-21T22:08:06.040Z,"68km SSE of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-02-21T20:43:46.350Z,17.9425,-66.9298,12,2.66,md,11,214,0.0602,0.11,pr,pr2020052036,2020-02-22T04:46:14.249Z,"3km SW of Guanica, Puerto Rico",earthquake,0.74,0.35,0.49,7,reviewed,pr,pr
2020-02-21T18:46:56.160Z,17.9135,-67.005,6,3.8,ml,12,242,0.1399,0.09,pr,pr2020052035,2020-02-22T18:48:38.009Z,"6km E of La Parguera, Puerto Rico",earthquake,0.95,0.3,0.18,8,reviewed,pr,pr
2020-02-21T18:39:39.590Z,35.6705,-117.5298333,8.72,3.09,ml,46,60,0.1003,0.13,ci,ci39079791,2020-02-21T23:27:42.110Z,"14km ENE of Ridgecrest, CA",earthquake,0.12,0.35,0.155,242,reviewed,ci,ci
2020-02-21T18:25:58.600Z,36.47783333,-98.74483333,8.01,2.73,ml,67,37,0,0.16,ok,ok2020dqpd,2020-02-24T14:19:13.670Z,"32km NW of Fairview, Oklahoma",earthquake,,0.4,0.19,26,reviewed,ok,ok
2020-02-21T17:27:54.990Z,17.9421,-66.8223,13,2.77,md,12,209,0.0658,0.1,pr,pr2020052032,2020-02-21T21:08:01.040Z,"3km S of Indios, Puerto Rico",earthquake,0.93,0.3,0.31,9,reviewed,pr,pr
2020-02-21T16:51:29.600Z,17.9175,-66.847,7,2.92,md,11,217,0.066,0.06,pr,pr2020052033,2020-02-21T18:13:36.771Z,"8km SE of Guanica, Puerto Rico",earthquake,0.56,0.18,0.36,5,reviewed,pr,pr
2020-02-21T16:34:19.980Z,17.9001,-66.9038,10,2.72,md,10,236,0.0789,0.1,pr,pr2020052030,2020-02-21T17:19:15.304Z,"7km S of Guanica, Puerto Rico",earthquake,0.69,0.43,0.29,5,reviewed,pr,pr
2020-02-21T16:26:30.630Z,17.9536,-66.7183,12,2.57,md,11,205,0.1432,0.25,pr,pr2020052034,2020-02-21T19:53:13.993Z,"4km S of Tallaboa, Puerto Rico",earthquake,1,0.59,0.36,2,reviewed,pr,pr
2020-02-21T16:10:53.136Z,61.4394,-150.1226,11.6,2.5,ml,,,,0.86,ak,ak0202e9j8p7,2020-02-21T16:15:36.309Z,"12km SW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-21T15:43:30.850Z,17.9235,-66.8326,10,2.75,md,11,227,0.0695,0.12,pr,pr2020052031,2020-02-21T17:19:39.415Z,"7km S of Indios, Puerto Rico",earthquake,0.87,0.5,0.27,4,reviewed,pr,pr
2020-02-21T15:39:15.006Z,39.7232,77.4224,10,4.9,mb,,99,2.024,0.97,us,us70007u7m,2020-02-21T15:53:12.040Z,"111km E of Arzak, China",earthquake,5,1.9,0.104,29,reviewed,us,us
2020-02-21T15:30:17.280Z,36.20483333,-97.42783333,8.81,2.5,ml,87,24,0,0.24,ok,ok2020dqji,2020-02-21T16:25:16.301Z,"16km SW of Perry, Oklahoma",earthquake,,2.4,0.22,38,reviewed,ok,ok
2020-02-21T14:33:51.090Z,17.8656,-66.8563,11,2.64,md,10,248,0.1119,0.05,pr,pr2020052027,2020-02-21T14:50:44.860Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.66,0.54,0.01,3,reviewed,pr,pr
2020-02-21T13:42:53.410Z,34.5075,-118.6345,18.06,3.52,mw,130,19,0.01866,0.23,ci,ci39079535,2020-02-26T22:16:19.350Z,"2km NNW of Castaic, CA",earthquake,0.14,0.33,,6,reviewed,ci,ci
2020-02-21T12:35:45.577Z,6.8183,-73.0089,158.1,4.6,mb,,62,2.355,1.06,us,us70007u4y,2020-02-21T21:41:46.630Z,"13km N of Aratoca, Colombia",earthquake,7.8,9.6,0.037,217,reviewed,us,us
2020-02-21T12:13:30.560Z,18.8421,-67.6738,7,2.94,md,10,180,0.4973,0.5,pr,pr2020052028,2020-02-21T20:16:04.744Z,"81km NW of San Antonio, Puerto Rico",earthquake,1.99,31.61,0.21,3,reviewed,pr,pr
2020-02-21T11:37:32.030Z,17.8431,-66.7893,5,2.55,md,7,258,0.1597,0.07,pr,pr2020052024,2020-02-21T13:08:46.408Z,"17km S of Indios, Puerto Rico",earthquake,0.65,0.41,0.15,3,reviewed,pr,pr
2020-02-21T11:28:48.810Z,17.9366,-66.847,8,2.78,md,7,211,0.0502,0.16,pr,pr2020052022,2020-02-21T12:17:17.040Z,"6km S of Indios, Puerto Rico",earthquake,1.26,0.61,0.08,3,reviewed,pr,pr
2020-02-21T11:28:27.050Z,17.9595,-66.9456,11,2.73,ml,8,211,0.0682,0.13,pr,pr2020052021,2020-02-21T19:31:26.139Z,"1km E of Liborio Negron Torres, Puerto Rico",earthquake,0.78,0.56,0,0,reviewed,pr,pr
2020-02-21T11:12:14.830Z,17.9635,-66.7946,14,2.92,md,9,213,0.0854,0.12,pr,pr2020052020,2020-02-21T11:27:25.394Z,"4km SE of Indios, Puerto Rico",earthquake,0.86,0.87,0.36,3,reviewed,pr,pr
2020-02-21T10:54:34.530Z,17.8845,-66.8571,15,2.87,md,8,237,0.0933,0.14,pr,pr2020052019,2020-02-21T11:20:42.249Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.96,0.64,0.22,5,reviewed,pr,pr
2020-02-21T10:34:05.555Z,3.4132,-79.3671,10,4.8,mb,,138,3.284,1.24,us,us70007u3c,2020-02-21T10:52:31.040Z,"142km NW of Mosquera, Colombia",earthquake,3.7,1.9,0.032,305,reviewed,us,us
2020-02-21T10:27:53.130Z,17.9671,-66.73,9,3.09,md,11,196,0.1451,0.23,pr,pr2020052018,2020-02-21T12:24:49.245Z,"3km SSW of Tallaboa, Puerto Rico",earthquake,0.68,0.78,0.17,4,reviewed,pr,pr
2020-02-21T10:24:33.286Z,50.9937,-179.3438,10,4.6,mb,,195,0.935,0.66,us,us70007u3w,2020-02-21T20:03:27.243Z,"34km SSW of Amatignak Island, Alaska",earthquake,10.6,2,0.058,90,reviewed,us,us
2020-02-21T10:20:15.230Z,50.9565,-179.3096,10,5.2,mww,,119,0.674,1.1,us,us70007u2w,2020-02-26T10:30:26.277Z,"36km SSW of Amatignak Island, Alaska",earthquake,2,1.8,0.078,16,reviewed,us,us
2020-02-21T09:41:59.380Z,18.944,-67.7853,10,3.03,md,11,319,0.6378,0.47,pr,pr2020052016,2020-02-21T17:44:28.107Z,"78km NW of San Antonio, Puerto Rico",earthquake,2.42,31.61,0.39,6,reviewed,pr,pr
2020-02-21T09:36:43.294Z,68.0432,-135.3037,15.4,3.3,ml,,,,0.69,ak,ak0202e5ir8w,2020-02-21T19:51:14.210Z,"69km NNW of Fort McPherson, Canada",earthquake,,1.2,,,reviewed,ak,ak
2020-02-21T09:13:25.100Z,17.7828,-66.8788,3,3.12,md,10,252,0.1923,0.13,pr,pr2020052015,2020-02-21T10:18:47.040Z,"29km S of Guanica, Puerto Rico",earthquake,0.61,0.42,0.15,4,reviewed,pr,pr
2020-02-21T08:14:51.039Z,35.26783333,-97.888,7.8,2.6,ml,73,24,0,0.31,ok,ok2020dpuz,2020-02-24T16:37:18.669Z,"7km WSW of Tuttle, Oklahoma",earthquake,,0.6,0.2,22,reviewed,ok,ok
2020-02-21T08:10:28.790Z,18.8684998,-155.1790009,8.72,3.25,ml,55,260,0.3914,0.21,hv,hv71392772,2020-02-21T22:22:32.229Z,"47km SE of Pahala, Hawaii",earthquake,0.79,0.72,2.89,36,automatic,hv,hv
2020-02-21T07:08:09.960Z,17.9526,-66.8448,16,3,md,11,207,0.0411,0.15,pr,pr2020052014,2020-02-23T08:20:47.040Z,"2km WSW of Indios, Puerto Rico",earthquake,1.25,0.55,0.14,6,reviewed,pr,pr
2020-02-21T06:44:47.789Z,-9.2227,-79.2645,47.73,4.8,mb,,138,3.635,0.91,us,us70007u0y,2020-02-25T04:35:27.195Z,"72km WSW of Puerto Santa, Peru",earthquake,10.6,7.4,0.04,199,reviewed,us,us
2020-02-21T06:39:02.280Z,17.9306,-66.8951,10,3.04,md,9,243,0.0473,0.22,pr,pr2020052012,2020-02-23T08:23:15.040Z,"6km SSE of Guanica, Puerto Rico",earthquake,1.44,0.64,0.28,4,reviewed,pr,pr
2020-02-21T06:27:38.690Z,17.8798,-66.8961,10,3,md,11,243,0.0968,0.09,pr,pr2020052011,2020-02-23T08:13:07.040Z,"13km S of Guanica, Puerto Rico",earthquake,0.74,0.58,0.14,7,reviewed,pr,pr
2020-02-21T06:23:35.010Z,17.867,-66.9018,9,3.11,md,11,235,0.1104,0.09,pr,pr2020052010,2020-02-21T14:27:18.718Z,"5km S of Guanica, Puerto Rico",earthquake,0.63,0.71,0.3,8,reviewed,pr,pr
2020-02-21T06:22:07.770Z,17.8343,-66.8718,2,3.37,md,11,240,0.141,0.18,pr,pr2020052009,2020-02-22T06:23:44.180Z,"20km SSE of Guanica, Puerto Rico",earthquake,1.13,0.6,0.05,5,reviewed,pr,pr
2020-02-21T04:54:18.910Z,17.9581,-66.738,11,3.12,md,9,218,0.1422,0.21,pr,pr2020052008,2020-02-21T05:24:58.456Z,"4km SSW of Tallaboa, Puerto Rico",earthquake,1.15,0.55,0.06,5,reviewed,pr,pr
2020-02-21T04:30:58.860Z,17.902,-67.0666,6,3.21,md,10,249,0.1129,0.18,pr,pr2020052006,2020-02-21T04:57:09.371Z,"8km SSW of La Parguera, Puerto Rico",earthquake,0.91,0.48,0.04,5,reviewed,pr,pr
2020-02-21T04:10:59.440Z,17.9746,-66.723,9,2.89,md,9,196,0.1352,0.15,pr,pr2020052004,2020-02-21T12:13:28.804Z,"2km SSW of Tallaboa, Puerto Rico",earthquake,0.75,0.65,0.36,5,reviewed,pr,pr
2020-02-21T03:52:36.960Z,17.8941,-66.906,12,2.76,md,9,238,0.0853,0.16,pr,pr2020052003,2020-02-21T11:55:02.875Z,"8km S of Guanica, Puerto Rico",earthquake,1.02,0.5,0.24,7,reviewed,pr,pr
