time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-21T02:55:18.305Z,36.7467,5.5989,10,4.4,mb,,73,3.193,0.64,us,us70007tzd,2020-02-21T14:54:22.851Z,"17km WSW of Jijel, Algeria",earthquake,5.4,1.9,0.102,28,reviewed,us,us
2020-02-21T01:49:28.330Z,17.8951,-66.8626,10,2.99,md,12,238,0.0817,0.14,pr,pr2020052002,2020-02-21T02:18:45.815Z,"9km SSE of Guanica, Puerto Rico",earthquake,0.82,0.61,0.18,6,reviewed,pr,pr
2020-02-21T01:48:19.138Z,17.5037,-100.2268,62.91,4.7,mb,,180,1.585,1.1,us,us70007typ,2020-02-22T17:58:46.226Z,"38km SW of Tlacotepec, Mexico",earthquake,11.3,8.9,0.03,347,reviewed,us,us
2020-02-21T01:31:09.495Z,-17.7795,-178.5193,571.56,4.3,mb,,118,3.266,0.73,us,us600084pu,2020-02-26T23:09:29.040Z,"269km SE of Lambasa, Fiji",earthquake,14.5,8,0.153,12,reviewed,us,us
2020-02-21T01:16:11.070Z,18.8458328,-155.2338409,10.23,2.52,md,27,268,0.3761,0.13,hv,hv71392297,2020-02-21T02:13:29.040Z,"49km SE of Pahala, Hawaii",earthquake,1.23,0.82,0.13,10,automatic,hv,hv
2020-02-21T00:57:18.236Z,-7.4707,107.6526,67.11,4.6,mb,,71,0.008,1.35,us,us70007ty9,2020-02-22T00:37:41.842Z,"1km SE of Rahayu, Indonesia",earthquake,6.6,3.4,0.097,32,reviewed,us,us
2020-02-21T00:54:14.440Z,17.9353,-66.853,10,3.32,md,11,212,0.0476,0.1,pr,pr2020052001,2020-02-21T02:29:17.355Z,"9km S of Indios, Puerto Rico",earthquake,0.67,0.34,0.02,5,reviewed,pr,pr
2020-02-21T00:49:15.744Z,-16.9938,-177.1242,391.3,4.3,mb,,77,4.665,1.27,us,us70007ty5,2020-02-22T00:27:26.040Z,"Fiji region",earthquake,12.7,7.3,0.063,72,reviewed,us,us
2020-02-21T00:26:17.910Z,17.9338,-66.8428,12,3.08,md,12,212,0.0551,0.22,pr,pr2020052000,2020-02-21T01:48:12.787Z,"6km SE of Maria Antonia, Puerto Rico",earthquake,1.04,0.47,0.23,5,reviewed,pr,pr
2020-02-20T23:59:40.910Z,17.9386,-66.7658,5,3.29,md,12,209,0.1191,0.24,pr,pr2020051031,2020-02-21T02:19:49.041Z,"3km S of Magas Arriba, Puerto Rico",earthquake,1.02,0.53,0.36,7,reviewed,pr,pr
2020-02-20T23:58:08.735Z,-16.7783,-72.0921,65.81,4.4,mb,,140,2.301,0.49,us,us70007txk,2020-02-22T00:24:32.206Z,"28km NNW of Mollendo, Peru",earthquake,9.4,14.5,0.22,6,reviewed,us,us
2020-02-20T23:54:56.720Z,17.8306,-66.8263,6,2.77,md,11,237,0.1539,0.11,pr,pr2020051030,2020-02-21T00:16:58.893Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.58,0.41,0.36,8,reviewed,pr,pr
2020-02-20T23:13:59.968Z,27.0308,140.3075,439.11,4.3,mb,,63,1.675,0.73,us,us70007twy,2020-02-22T00:21:55.040Z,"189km W of Chichi-shima, Japan",earthquake,11.1,7.6,0.035,224,reviewed,us,us
2020-02-20T20:28:24.136Z,47.1904,-113.1133,19.84,2.5,ml,,110,0.149,0.39,us,us70007tuc,2020-02-26T23:18:41.040Z,"28km E of Seeley Lake, Montana",earthquake,1.8,5,0.077,22,reviewed,us,us
2020-02-20T20:24:28.512Z,-6.7432,129.6245,163.21,5.4,mww,,24,2.067,1.01,us,us70007tt3,2020-02-26T23:18:00.407Z,"229km NW of Saumlaki, Indonesia",earthquake,6.8,4,0.047,44,reviewed,us,us
2020-02-20T18:57:36.409Z,53.7091,160.7012,33.44,5.8,mww,,68,1.408,0.95,us,us70007trb,2020-02-26T23:13:05.961Z,"155km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,8,3,0.055,32,reviewed,us,us
2020-02-20T18:40:21.340Z,17.916,-66.8758,15,2.5,md,12,230,0.0592,0.08,pr,pr2020051023,2020-02-26T22:44:53.040Z,"19km SSE of Guanica, Puerto Rico",earthquake,0.87,0.42,0.39,7,reviewed,pr,pr
2020-02-20T18:27:00.790Z,17.8425,-66.8791,11,2.7,md,8,255,0.1326,0.14,pr,pr2020051021,2020-02-20T21:10:55.223Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.88,0.68,0.13,5,reviewed,pr,pr
2020-02-20T18:11:03.085Z,34.5594,85.7892,10,4.6,mb,,58,6.638,1.13,us,us70007tp0,2020-02-26T22:43:35.040Z,"294km NNE of Luring, China",earthquake,8.5,1,0.065,71,reviewed,us,us
2020-02-20T18:01:35.321Z,34.5205,85.7,10,5.1,mb,,61,6.61,0.88,us,us70007tnv,2020-02-26T22:40:34.416Z,"286km NNE of Luring, China",earthquake,7.8,1.8,0.043,179,reviewed,us,us
2020-02-20T17:35:35.589Z,29.7617,140.4757,129.05,4.6,mb,,98,3.052,1,us,us70007tm3,2020-02-26T22:01:21.040Z,"Izu Islands, Japan region",earthquake,7.6,5.7,0.042,173,reviewed,us,us
2020-02-20T17:07:47.811Z,51.8087,-177.7749,10.3,2.6,ml,,138,0.025,0.42,us,us70007ty3,2020-02-26T23:20:14.040Z,"26km ESE of Tanaga Volcano, Alaska",earthquake,2,3.7,0.115,10,reviewed,us,us
2020-02-20T16:37:39.280Z,36.29283333,-97.51716667,7,2.64,ml,94,27,0,0.21,ok,ok2020doqb,2020-02-20T21:46:32.282Z,"21km W of Perry, Oklahoma",earthquake,,0.4,0.24,36,reviewed,ok,ok
2020-02-20T15:54:11.580Z,17.8831,-66.8248,13,2.53,md,5,243,0.1069,0.28,pr,pr2020051017,2020-02-20T16:48:47.628Z,"12km S of Indios, Puerto Rico",earthquake,1.97,0.97,0.03,2,reviewed,pr,pr
2020-02-20T15:24:57.760Z,17.912,-66.8423,13,2.87,md,11,230,0.0731,0.26,pr,pr2020051016,2020-02-20T22:01:25.040Z,"6km S of Indios, Puerto Rico",earthquake,1.67,0.64,0.37,7,reviewed,pr,pr
2020-02-20T15:11:25.460Z,17.938,-66.9506,12,2.74,md,10,223,0.0805,0.1,pr,pr2020051020,2020-02-20T21:03:41.250Z,"5km SW of Guanica, Puerto Rico",earthquake,0.77,0.43,0,1,reviewed,pr,pr
2020-02-20T15:05:56.570Z,17.9081,-66.8921,12,2.79,md,9,223,0.0682,0.1,pr,pr2020051019,2020-02-20T17:19:33.528Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.88,0.48,0.04,3,reviewed,pr,pr
2020-02-20T14:53:44.520Z,19.2176666,-155.3926697,32.13,2.92,ml,59,153,0.02025,0.13,hv,hv71391722,2020-02-20T15:05:23.040Z,"9km E of Pahala, Hawaii",earthquake,0.48,0.65,3.46,39,automatic,hv,hv
2020-02-20T14:10:06.311Z,-1.3944,-103.6587,10,4.8,mb,,160,19.495,0.51,us,us70007tjg,2020-02-20T15:02:37.040Z,"Central East Pacific Rise",earthquake,10.7,1.9,0.035,247,reviewed,us,us
2020-02-20T14:02:53.467Z,1.5491,132.8169,36.3,4.4,mb,,125,4.474,1.02,us,us70007tjd,2020-02-20T15:08:51.040Z,"Papua region, Indonesia",earthquake,13.5,7.1,0.143,14,reviewed,us,us
2020-02-20T12:54:28.800Z,19.2106667,-155.389328,33.1,2.71,ml,61,156,0.02779,0.13,hv,hv71391632,2020-02-20T13:00:04.020Z,"9km E of Pahala, Hawaii",earthquake,0.48,0.62,3.37,36,automatic,hv,hv
2020-02-20T09:54:07.045Z,5.6229,125.5728,201.04,5.4,mww,,43,1.437,1.03,us,us70007th0,2020-02-21T09:56:20.135Z,"13km SE of Kalbay, Philippines",earthquake,7.9,6.3,0.08,15,reviewed,us,us
2020-02-20T09:32:52.039Z,64.9338,-149.0406,21.1,3.3,ml,,,,0.62,ak,ak0202chykke,2020-02-22T08:33:39.817Z,"39km N of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-02-20T09:14:43.750Z,18.0208,-66.7903,15,2.97,md,10,160,0.1,0.09,pr,pr2020051012,2020-02-20T09:33:19.414Z,"0km NE of Guayanilla, Puerto Rico",earthquake,0.6,0.96,0.14,5,reviewed,pr,pr
2020-02-20T08:53:20.270Z,35.627,-117.4735,8.88,3.18,ml,46,65,0.04145,0.14,ci,ci39077911,2020-02-21T21:24:30.846Z,"17km SSW of Searles Valley, CA",earthquake,0.13,0.35,0.159,281,reviewed,ci,ci
2020-02-20T08:34:45.900Z,17.9361,-66.8473,9,2.91,md,9,221,0.0504,0.11,pr,pr2020051011,2020-02-20T09:01:37.856Z,"6km SE of Maria Antonia, Puerto Rico",earthquake,0.77,0.43,0.31,7,reviewed,pr,pr
2020-02-20T08:29:53.240Z,17.9176,-66.6606,7,3.43,md,11,209,0.1365,0.25,pr,pr2020051010,2020-02-20T15:07:25.782Z,"11km SSE of Tallaboa, Puerto Rico",earthquake,0.89,0.58,0.06,5,reviewed,pr,pr
2020-02-20T07:12:30.950Z,35.93,-117.7061667,2.69,2.76,ml,31,53,0.04867,0.14,ci,ci39077847,2020-02-20T15:15:14.877Z,"18km E of Little Lake, CA",earthquake,0.16,0.38,0.121,25,automatic,ci,ci
2020-02-20T06:42:24.789Z,-54.5866,5.4435,10,5,mb,,73,17.521,0.4,us,us70007tf6,2020-02-20T07:13:30.040Z,"136km E of Bouvet Island, Bouvet Island",earthquake,14.1,1.9,0.113,25,reviewed,us,us
2020-02-20T06:35:32.173Z,-34.3928,-179.1416,10,5.1,mww,,81,5.244,1.13,us,us70007tf0,2020-02-20T06:55:11.040Z,"South of the Kermadec Islands",earthquake,11.3,1.9,0.078,16,reviewed,us,us
2020-02-20T06:04:00.670Z,40.4585,-125.6308333,12.26,3.32,ml,47,260,0.9869,0.27,nc,nc73343650,2020-02-21T01:50:02.754Z,"115km W of Petrolia, CA",earthquake,2.67,4.38,0.255,35,reviewed,nc,nc
2020-02-20T06:01:18.800Z,17.8231,-66.886,11,2.63,md,8,261,0.1521,0.15,pr,pr2020051008,2020-02-20T06:20:27.272Z,"16km S of Guanica, Puerto Rico",earthquake,1.04,0.65,0.3,6,reviewed,pr,pr
2020-02-20T04:18:49.420Z,18.0051,-66.7965,13,3.07,md,8,170,0.088,0.25,pr,pr2020051006,2020-02-21T03:18:58.772Z,"1km SSW of Guayanilla, Puerto Rico",earthquake,1.66,1.17,0.16,6,reviewed,pr,pr
2020-02-20T04:01:45.400Z,-57.566,-26.053,98.38,5.1,mb,,76,6.722,0.71,us,us70007tdi,2020-02-20T04:17:34.040Z,"118km SE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.7,7.1,0.086,44,reviewed,us,us
2020-02-20T03:53:06.660Z,35.3266,140.4295,10,4.6,mb,,116,1.954,1.01,us,us70007tdf,2020-02-21T05:05:03.247Z,"9km NNE of Ohara, Japan",earthquake,7.7,1.9,0.085,41,reviewed,us,us
2020-02-20T03:52:52.240Z,17.882,-66.8998,11,3.6,md,16,227,0.0953,0.15,pr,pr2020051004,2020-02-21T03:54:30.852Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.99,0.54,0.21,9,reviewed,pr,pr
2020-02-20T03:16:19.270Z,17.9358,-66.9701,8,2.6,md,7,226,0.099,0.08,pr,pr2020051003,2020-02-20T03:31:06.870Z,"7km WSW of Guanica, Puerto Rico",earthquake,0.55,0.79,0.16,6,reviewed,pr,pr
2020-02-20T02:50:28.190Z,17.9846,-66.8168,16,2.65,md,7,183,0.0631,0.11,pr,pr2020051002,2020-02-20T03:03:10.426Z,"1km SSE of Indios, Puerto Rico",earthquake,1.02,0.57,0.38,6,reviewed,pr,pr
2020-02-20T02:19:09.550Z,36.6194992,-121.1740036,6.97,2.71,md,41,116,,0.14,nc,nc73343545,2020-02-20T22:17:20.600Z,"10km NNW of Pinnacles, CA",earthquake,0.29,0.82,0.16,42,automatic,nc,nc
2020-02-20T01:04:00.399Z,59.2329,-147.6345,13.1,3,ml,,,,0.65,ak,ak0202cd0zsu,2020-02-20T01:15:21.560Z,"77km WSW of Middleton Island, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-20T00:48:11.015Z,26.9494,143.722,10,4.6,mb,,139,1.379,0.5,us,us70007tc3,2020-02-20T04:45:56.040Z,"150km E of Chichi-shima, Japan",earthquake,8.3,1.9,0.07,61,reviewed,us,us
2020-02-20T00:32:30.399Z,35.1869,23.8981,10,3,ml,,179,0.818,1.2,us,us70007tbw,2020-02-20T01:24:22.832Z,"20km ESE of Palaiochora, Greece",earthquake,7.1,2,0.091,16,reviewed,us,us
2020-02-19T23:16:53.090Z,18.8356,-81.1843,10,4.4,mb,,54,3.515,1.15,us,us70007tam,2020-02-20T19:11:35.320Z,"50km S of Bodden Town, Cayman Islands",earthquake,5.6,1.8,0.08,45,reviewed,us,us
2020-02-19T22:46:44.609Z,35.27283333,-97.88166667,7.17,2.55,ml,74,42,0.1016800469,0.3,ok,ok2020dngt,2020-02-20T14:04:38.634Z,"5km WSW of Tuttle, Oklahoma",earthquake,,0.6,0.21,25,reviewed,ok,ok
2020-02-19T21:38:06.692Z,43.715,-127.9085,10,4.5,mb,,192,1.97,0.97,us,us70007t8b,2020-02-26T09:34:26.918Z,"291km WNW of Bandon, Oregon",earthquake,8.1,1.9,0.057,91,reviewed,us,us
2020-02-19T21:20:56.801Z,48.4102,-4.2093,10,3.9,ml,,166,4.342,0.87,us,us70007tax,2020-02-20T15:30:28.226Z,"2km ENE of Saint-Urbain, France",earthquake,10.9,2,0.181,4,reviewed,us,us
2020-02-19T20:54:44.840Z,31.9804,-102.3078,6.9,3.3,mb_lg,,75,0.05,0.42,us,us70007t7l,2020-02-26T21:43:49.040Z,"8km ESE of Gardendale, Texas",earthquake,1.2,3.5,0.045,127,reviewed,us,us
2020-02-19T20:43:37.990Z,17.826,-66.8521,5,2.68,md,10,241,0.1515,0.08,pr,pr2020050031,2020-02-19T21:40:37.581Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.6,0.38,0.21,4,reviewed,pr,pr
2020-02-19T20:37:11.640Z,17.8358,-66.8636,8,2.81,md,7,257,0.1402,0.09,pr,pr2020050030,2020-02-19T21:41:03.813Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.76,1.13,0.19,4,reviewed,pr,pr
2020-02-19T19:22:06.299Z,60.2587,-151.7669,65.6,2.8,ml,,,,0.58,ak,ak0202b0bbfy,2020-02-26T21:37:22.040Z,"27km WSW of Cohoe, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-19T19:21:33.761Z,61.1143,-148.4749,1.3,2.6,ml,,,,0.85,ak,ak0202b0b64y,2020-02-20T00:25:37.661Z,"39km NNE of Whittier, Alaska",ice quake,,0.3,,,automatic,ak,ak
2020-02-19T18:48:11.870Z,17.7976,-66.8581,7,3.06,md,11,241,0.1787,0.12,pr,pr2020050029,2020-02-26T21:35:12.040Z,"25km SSE of Guanica, Puerto Rico",earthquake,0.79,1.01,0.31,7,reviewed,pr,pr
2020-02-19T18:45:22.310Z,17.9621,-66.9528,11,2.58,md,9,208,0.0747,0.1,pr,pr2020050028,2020-02-19T19:30:54.807Z,"4km WSW of Guanica, Puerto Rico",earthquake,0.7,0.47,0.3,5,reviewed,pr,pr
2020-02-19T17:37:35.857Z,-5.585,149.0255,173.1,4.8,mb,,70,3.419,1.07,us,us70007t3n,2020-02-26T21:31:27.040Z,"90km NW of Kandrian, Papua New Guinea",earthquake,8.4,7.2,0.098,32,reviewed,us,us
2020-02-19T16:41:17.016Z,53.6702,-165.7602,68.39,3.8,mb,,194,0.44,0.43,us,us70007t5b,2020-02-20T00:43:56.321Z,"51km S of Akutan, Alaska",earthquake,8,13.4,0.18,8,reviewed,us,us
2020-02-19T16:40:28.340Z,17.9191,-66.9556,13,2.52,md,5,232,0.0947,0.07,pr,pr2020050023,2020-02-19T17:04:40.395Z,"7km SW of Guanica, Puerto Rico",earthquake,1.01,0.51,0.08,4,reviewed,pr,pr
2020-02-19T16:26:31.990Z,17.9166,-66.836,14,3,md,9,229,0.0727,0.12,pr,pr2020050024,2020-02-19T17:11:41.170Z,"8km SSW of Indios, Puerto Rico",earthquake,0.96,0.39,0.13,2,reviewed,pr,pr
2020-02-19T15:54:56.853Z,12.463,144.4258,10,5.2,mb,,85,1.199,0.75,us,us70007t2i,2020-02-26T16:05:06.566Z,"92km SSW of Merizo Village, Guam",earthquake,6,1.9,0.048,142,reviewed,us,us
2020-02-19T15:50:32.230Z,43.3683,143.8007,10,4.7,mb,,90,1.152,0.83,us,us70007t2h,2020-02-19T22:35:30.040Z,"48km S of Kitami, Japan",earthquake,7,1.9,0.045,151,reviewed,us,us
2020-02-19T15:30:01.876Z,60.801,-151.1072,60.8,2.5,ml,,,,0.48,ak,ak0202axzacp,2020-02-19T22:08:29.040Z,"16km NNE of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-19T14:49:29.850Z,17.9036,-66.8433,13,2.57,md,8,232,0.08,0.16,pr,pr2020050020,2020-02-19T15:15:14.553Z,"9km SSE of Maria Antonia, Puerto Rico",earthquake,0.98,0.43,0.31,2,reviewed,pr,pr
2020-02-19T14:13:11.380Z,17.8926,-66.9215,12,3.11,md,12,240,0.0927,0.12,pr,pr2020050018,2020-02-20T08:14:37.040Z,"10km S of Guanica, Puerto Rico",earthquake,0.72,0.36,0.28,6,reviewed,pr,pr
2020-02-19T13:55:48.478Z,22.994,-108.9143,10,4.1,mb,,194,1.17,0.95,us,us70007t0n,2020-02-20T08:20:18.040Z,"80km E of San Jose del Cabo, Mexico",earthquake,11.1,2,0.13,16,reviewed,us,us
2020-02-19T13:51:18.630Z,17.8383,-66.8848,12,2.56,md,8,257,0.1369,0.07,pr,pr2020050026,2020-02-19T18:44:45.285Z,"14km S of Guanica, Puerto Rico",earthquake,0.78,0.38,0,1,reviewed,pr,pr
2020-02-19T12:35:28.490Z,17.933,-66.8251,14,2.53,md,10,212,0.0686,0.12,pr,pr2020050015,2020-02-19T12:56:54.907Z,"6km S of Indios, Puerto Rico",earthquake,0.79,0.38,0.13,3,reviewed,pr,pr
2020-02-19T12:29:59.680Z,17.9198,-66.9643,13,2.81,md,10,232,0.1015,0.08,pr,pr2020050016,2020-02-19T13:10:07.106Z,"8km SW of Guanica, Puerto Rico",earthquake,0.56,0.27,0.04,3,reviewed,pr,pr
2020-02-19T11:55:07.913Z,23.9994,120.9847,16.46,4.1,mb,,79,0.212,0.52,us,us70007szm,2020-02-19T12:10:01.040Z,"3km NNE of Buli, Taiwan",earthquake,2.4,3.4,0.165,10,reviewed,us,us
2020-02-19T11:36:38.769Z,63.7088,-149.3343,103.7,2.5,ml,,,,0.57,ak,ak0202avmx02,2020-02-19T11:48:23.040Z,"27km SW of Healy, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-02-19T11:01:33.152Z,-0.6315,127.4997,27.07,4.6,mb,,88,1.4,0.7,us,us70007szg,2020-02-19T11:27:57.040Z,"81km NNW of Laiwui, Indonesia",earthquake,6.7,6.2,0.086,40,reviewed,us,us
2020-02-19T10:43:39.410Z,17.9218,-66.9118,11,2.92,md,8,228,0.0625,0.13,pr,pr2020050014,2020-02-19T12:33:25.535Z,"5km S of Guanica, Puerto Rico",earthquake,1.19,0.54,0.11,5,reviewed,pr,pr
2020-02-19T09:47:20.254Z,-0.0756,122.9961,117.25,4.7,mb,,70,0.985,0.7,us,us70007syx,2020-02-19T10:10:03.040Z,"56km SSW of Bilungala, Indonesia",earthquake,6.9,6.7,0.071,60,reviewed,us,us
2020-02-19T09:42:01.844Z,13.1598,146.4543,10,4.8,mb,,75,1.601,0.68,us,us70007sz4,2020-02-19T10:42:04.040Z,"174km ESE of Yigo Village, Guam",earthquake,7.8,1.9,0.053,109,reviewed,us,us
2020-02-19T09:38:24.441Z,77.4526,7.4622,10,4.5,mb,,50,2.027,0.85,us,us70007syw,2020-02-19T09:58:34.040Z,"210km WSW of Longyearbyen, Svalbard and Jan Mayen",earthquake,5.8,1.9,0.062,78,reviewed,us,us
2020-02-19T08:43:02.100Z,17.9685,-66.7456,14,2.69,md,10,213,0.1338,0.12,pr,pr2020050012,2020-02-19T09:09:28.610Z,"4km SW of Tallaboa, Puerto Rico",earthquake,0.77,0.94,0.22,3,reviewed,pr,pr
2020-02-19T08:08:45.090Z,39.2271667,-120.1046667,6.41,2.68,md,20,69,0.02555,0.09,nc,nc73343145,2020-02-24T20:00:12.676Z,"4km N of Dollar Point, CA",earthquake,0.22,0.45,0.151,33,reviewed,nc,nc
2020-02-19T08:03:32.890Z,69.6106,-144.3723,22.21,2.5,ml,,187,1.259,0.86,us,us70007sy7,2020-02-25T15:17:53.040Z,"64km SSW of Kaktovik, Alaska",earthquake,3.7,10.8,0.056,42,reviewed,us,us
2020-02-19T07:32:26.050Z,17.9141,-66.849,17,2.72,md,9,218,0.0681,0.09,pr,pr2020050009,2020-02-19T08:07:32.730Z,"8km SE of Guanica, Puerto Rico",earthquake,0.91,0.38,0.13,3,reviewed,pr,pr
2020-02-19T06:42:21.880Z,17.9492,-66.8172,10,3.4,ml,,166,0.077,0.86,us,us70007sx0,2020-02-19T13:25:22.778Z,"4km S of Indios, Puerto Rico",earthquake,3,2,0.061,35,reviewed,us,us
2020-02-19T06:30:53.220Z,17.9165,-66.966,13,3.4,md,11,235,0.1047,0.14,pr,pr2020050007,2020-02-19T10:11:25.065Z,"9km SSW of Guanica, Puerto Rico",earthquake,1.2,0.49,0.22,6,reviewed,pr,pr
2020-02-19T05:38:30.610Z,17.9191,-67.0185,6,2.85,md,9,243,0.1262,0.09,pr,pr2020050006,2020-02-19T05:51:52.436Z,"6km SSE of La Parguera, Puerto Rico",earthquake,0.96,0.4,0.17,4,reviewed,pr,pr
2020-02-19T05:27:44.514Z,23.8199,121.6149,2.36,4.7,mb,,100,0.352,0.91,us,us70007swc,2020-02-25T11:35:01.180Z,"17km S of Hualian, Taiwan",earthquake,2.4,3.7,0.102,29,reviewed,us,us
2020-02-19T05:10:41.760Z,-19.5438,-173.0303,10,4.7,mb,,104,2.967,1.06,us,us70007swm,2020-02-19T06:05:01.040Z,"140km SE of Neiafu, Tonga",earthquake,9.2,1.9,0.126,19,reviewed,us,us
2020-02-19T04:36:25.610Z,17.9553,-66.821,13,3.03,md,11,205,0.0615,0.11,pr,pr2020050005,2020-02-19T22:07:29.810Z,"0km NW of Indios, Puerto Rico",earthquake,0.91,0.39,0.33,8,reviewed,pr,pr
2020-02-19T04:09:35.210Z,19.1785,-155.4858333,27.88,3.09,ml,65,79,0.02479,0.1,hv,hv71389617,2020-02-20T01:34:00.660Z,"3km SSW of Pahala, Hawaii",earthquake,0.35,0.55,0.144,45,reviewed,hv,hv
2020-02-19T03:53:07.620Z,17.8536,-66.8698,14,3.11,md,10,251,0.1219,0.1,pr,pr2020050004,2020-02-19T05:36:20.163Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.93,0.65,0.1,4,reviewed,pr,pr
2020-02-19T03:00:00.120Z,17.8628,-66.86,11,2.63,md,9,249,0.1139,0.06,pr,pr2020050003,2020-02-19T03:21:54.328Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.74,0.55,0.06,3,reviewed,pr,pr
2020-02-19T02:52:17.290Z,19.2248333,-155.4055,33.05,2.89,ml,59,142,0.0147,0.12,hv,hv71389452,2020-02-26T04:56:11.040Z,"6km NE of Pahala, Hawaii",earthquake,0.45,0.61,0.167,41,reviewed,hv,hv
2020-02-19T01:41:50.100Z,36.2111667,-118.1288333,2.44,2.53,ml,31,85,0.2316,0.13,ci,ci39076271,2020-02-26T05:20:17.040Z,"14km SW of Olancha, CA",earthquake,0.17,0.81,0.116,53,reviewed,ci,ci
2020-02-19T01:32:41.609Z,36.30883333,-97.30216667,15.8,2.88,ml,91,43,0,0.14,ok,ok2020dlqs,2020-02-26T05:32:16.040Z,"2km NW of Perry, Oklahoma",earthquake,,0.6,0.19,41,reviewed,ok,ok
2020-02-19T01:03:54.210Z,17.9303,-67.0171,6,3.38,md,12,234,0.1198,0.1,pr,pr2020050001,2020-02-19T03:34:30.240Z,"8km SSE of La Parguera, Puerto Rico",earthquake,0.65,0.25,0.03,7,reviewed,pr,pr
2020-02-19T00:29:50.760Z,36.8081667,-118.1373333,3.85,3.33,ml,41,36,0.2566,0.2,ci,ci39076207,2020-02-20T15:16:38.202Z,"6km E of Independence, CA",earthquake,0.25,1.43,0.182,205,reviewed,ci,ci
2020-02-19T00:01:43.540Z,17.8391,-66.8766,8,2.65,md,12,239,0.136,0.14,pr,pr2020050000,2020-02-19T03:09:29.040Z,"24km S of Guanica, Puerto Rico",earthquake,0.64,1.03,0.3,9,reviewed,pr,pr
